drg;name;AnzahlBA;mwVwd;vwdStd;AnzKLBA;AntKLBA;AnzLLBA;AntLLBA
E02A;Andere OR-Prozeduren an den Atmungsorganen, Alter < 10 Jahre;4;3,00;1,8257;1;0,25;0;0,00
E02B;Andere OR-Prozeduren an den Atmungsorganen, mit aufwändigem Eingriff, Alter > 9 Jahre;24;5,875;6,4086;12;0,50;1;0,0417
E02C;Andere OR-Prozeduren an den Atmungsorganen ohne aufwändigen Eingriff, Alter > 9 Jahre;246;3,622;3,8321;91;0,3699;5;0,0203
E03Z;Brachytherapie oder Therapie mit offenen Nukliden bei Krankheiten und Störungen der Atmungsorgane, mehr als ein Belegungstag;3;3,3333;1,1547;0;0,00;0;0,00
E05A;Andere große Eingriffe am Thorax mit äußerst schweren CC;3;19,3333;11,0151;0;0,00;0;0,00
E05B;Andere große Eingriffe am Thorax ohne äußerst schwere CC, bei bösartiger Neubildung;0;0,00;NULL;0;0,00;0;0,00
E05C;Andere große Eingriffe am Thorax ohne äußerst schwere CC, außer bei bösartiger Neubildung;3;26,6667;38,4231;1;0,3333;1;0,3333
E06A;Andere Lungenresektionen, Biopsie an Thoraxorganen und Eingriffe an Thoraxwand, Pleura und Mediastinum mit äußerst schweren CC;0;0,00;NULL;0;0,00;0;0,00
E06B;Andere Lungenresektionen, Biopsie an Thoraxorganen und Eingriffe an Thoraxwand, Pleura und Mediastinum ohne äußerst schwere CC, Alter < 16 Jahre;0;0,00;NULL;0;0,00;0;0,00
E06C;Andere Lungenresektionen, Biopsie an Thoraxorganen und Eingriffe an Thoraxwand, Pleura und Mediastinum ohne äußerst schwere CC, Alter > 15 Jahre;5;3,00;4,4721;4;0,80;0;0,00
E07Z;Eingriffe bei Schlafapnoesyndrom;914;2,6357;1,4508;206;0,2254;3;0,0033
E08A;Strahlentherapie bei Krankheiten und Störungen der Atmungsorgane mit operativem Eingriff oder Beatmung > 24 Stunden;-999;-999,00;-999,00;-999;-999,00;-999;-999,00
E08B;Strahlentherapie bei Krankheiten und Störungen der Atmungsorgane, ohne operativen Eingriff oder Beatmung > 24 Stunden, mehr als ein Belegungstag, mehr als 9 Bestrahlungen;56;19,7679;12,7835;10;0,1786;4;0,0714
E08C;Strahlentherapie bei Krankheiten und Störungen der Atmungsorgane, ohne operativen Eingriff oder Beatmung > 24 Stunden, mehr als ein Belegungstag, weniger als 10 Bestrahlungen;85;7,6235;5,3873;14;0,1647;2;0,0235
E36Z;Intensivmedizinische Komplexbehandlung > 588 / 552 Aufwandspunkte oder hochaufwändiges Implantat bei Krankheiten und Störungen der Atmungsorgane;-999;-999,00;-999,00;-999;-999,00;-999;-999,00
E37Z;Längerer stationärer Aufenthalt vor Transplantation bei hoher Dringlichkeitsstufe bei Krankheiten und Störungen der Atmungsorgane;0;0,00;NULL;0;0,00;0;0,00
E40A;Krankheiten und Störungen der Atmungsorgane mit Beatmung > 24 Stunden, mit intensivmed. Komplexbeh. im Kindesalter > 196 P. oder mit kompliz. Diagnose oder kompl. Prozedur oder Alter < 16 Jahre, mit äuß. schw. CC oder ARDS, Alter < 16 J.;0;0,00;NULL;0;0,00;0;0,00
E40B;Krankheiten und Störungen der Atmungsorgane mit Beatmung > 24 Std., ohne intensivmed. Komplexbeh. im Kindesalter > 196 P., oh. kompliz. Diagn., ohne kompl. Proz., Alter > 15 J., mit äuß. schw. CC od. bei Para- / Tetraplegie, Alter > 15 J.;7;12,1429;6,8417;1;0,1429;0;0,00
E40C;Krankheiten und Störungen der Atmungsorgane mit Beatmung > 24 Stunden, ohne intensivmedizinische Komplexbehandlung im Kindesalter > 196 P., ohne kompliz. Diagnose, ohne kompl. Prozedur, ohne äuß. schw. CC, außer bei Para- / Tetraplegie;22;7,8636;6,1124;7;0,3182;0;0,00
E41Z;Frührehabilitation bei Krankheiten und Störungen der Atmungsorgane;0;0,00;NULL;0;0,00;0;0,00
E42Z;Geriatrische frührehabilitative Komplexbehandlung bei Krankheiten und Störungen der Atmungsorgane;0;0,00;NULL;0;0,00;0;0,00
E60A;Zystische Fibrose (Mukoviszidose), Alter < 16 Jahre oder mit äußerst schweren CC;0;0,00;NULL;0;0,00;0;0,00
E60B;Zystische Fibrose (Mukoviszidose), Alter > 15 Jahre, ohne äußerst schwere CC;2;4,00;4,2426;1;0,50;0;0,00
E63Z;Schlafapnoesyndrom oder kardiorespiratorische Polysomnographie bis 2 Belegungstage;2604;1,5042;0,6101;1370;0,5261;12;0,0046
E64A;Respiratorische Insuffizienz, mehr als ein Belegungstag, mit äußerst schweren CC oder Lungenembolie;424;8,0991;5,184;36;0,0849;26;0,0613
E64B;Respiratorische Insuffizienz, mehr als ein Belegungstag, ohne äußerst schwere CC, Alter < 10 Jahre;4;4,75;4,272;0;0,00;1;0,25
E64C;Respiratorische Insuffizienz, mehr als ein Belegungstag, ohne äußerst schwere CC, Alter > 9 Jahre;68;8,3971;4,8627;0;0,00;6;0,0882
E64D;Respiratorische Insuffizienz, ein Belegungstag;19;1,00;0,00;0;0,00;0;0,00
E65A;Chronisch-obstruktive Atemwegserkrankung mit äuß. schw. CC oder starrer Bronchoskopie oder mit komplizierender Diagnose oder Bronchitis und Asthma bronchiale, mehr als ein Belegungstag, mit äuß. schw. oder schw. CC, Alter < 1 J., mit RS-Virus-Infektion;190;14,2579;8,5047;7;0,0368;25;0,1316
E65B;Chronisch-obstruktive Atemwegserkrankung ohne äußerst schwere CC, ohne starre Bronchoskopie, ohne komplizierende Diagnose, mit FEV1 < 35% oder Alter < 1 Jahr;340;8,7088;4,7616;29;0,0853;18;0,0529
E65C;Chronisch-obstruktive Atemwegserkrankung ohne äußerst schwere CC, ohne starre Bronchoskopie, ohne komplizierende Diagnose, ohne FEV1 < 35%, Alter > 0 Jahre;1336;6,7635;4,1224;103;0,0771;63;0,0472
E66A;Schweres Thoraxtrauma mit komplizierender Diagnose;48;5,2708;3,1199;6;0,125;0;0,00
E66B;Schweres Thoraxtrauma ohne komplizierende Diagnose;158;4,8544;3,4583;31;0,1962;8;0,0506
E69A;Bronchitis und Asthma bronchiale, mehr als ein Belegungstag, mit äußerst schweren oder schweren CC, Alter < 1 Jahr ohne RS-Virus-Infektion oder bei Para- / Tetraplegie;8;8,875;2,4749;0;0,00;2;0,25
E69B;Bronchitis und Asthma bronchiale, mehr als ein Belegungstag u. Alter > 55 Jahre oder mit äußerst schweren od. schw. CC, Alt. > 0 J., außer b. Para- / Tetraplegie od. ein Belegungstag od. ohne äußerst schw. od. schw. CC, Alt. < 1 J., m. RS-Virus-Infektion;557;6,7648;3,7861;1;0,0018;32;0,0575
E69C;Bronchitis und Asthma bronchiale, ein Belegungstag oder ohne äußerst schwere oder schwere CC, Alter < 1 Jahr, ohne RS-Virus-Infektion;75;4,3467;2,2269;8;0,1067;5;0,0667
E69D;Bronchitis und Asthma bronchiale, Alter > 0 Jahre und Alter < 6 Jahre und ein Belegungstag oder ohne äußerst schwere oder schwere CC oder Störungen der Atmung mit Ursache in der Neonatalperiode oder Alter < 16 Jahre außer bei Hyperventilation;327;3,6544;2,0693;54;0,1651;40;0,1223
E69E;Bronchitis und Asthma bronchiale, Alter > 5 Jahre, ein Belegungstag oder Alter > 5 Jahre und Alter < 56 Jahre, ohne äußerst schwere oder schwere CC oder Beschwerden und Symptome d. Atmung ohne komplexe Diagnose, Alter > 15 Jahre oder bei Hyperventilation;747;2,5382;2,1703;359;0,4806;28;0,0375
E70A;Keuchhusten und akute Bronchiolitis, Alter < 3 Jahre;20;5,20;1,7652;0;0,00;0;0,00
E70B;Keuchhusten und akute Bronchiolitis, Alter > 2 Jahre;16;5,25;3,3367;3;0,1875;0;0,00
E71A;Neubildungen der Atmungsorgane, mehr als ein Belegungstag, mit äußerst schweren CC oder starrer Bronchoskopie oder mit komplexer Biopsie der Lunge;144;9,2639;8,2538;46;0,3194;6;0,0417
E71B;Neubildungen der Atmungsorgane, ein Belegungstag oder ohne äußerst schwere CC, ohne starre Bronchoskopie oder ohne komplexe Biopsie der Lunge;763;6,1861;5,9886;151;0,1979;78;0,1022
E73A;Pleuraerguss mit äußerst schweren CC;7;9,8571;6,3095;1;0,1429;0;0,00
E73B;Pleuraerguss ohne äußerst schwere CC;151;6,6424;6,6537;27;0,1788;10;0,0662
E74Z;Interstitielle Lungenerkrankung;161;6,3478;6,6335;47;0,2919;7;0,0435
E75A;Andere Krankheiten der Atmungsorgane mit äußerst schweren CC, Alter < 10 Jahre;0;0,00;NULL;0;0,00;0;0,00
E75B;Andere Krankheiten der Atmungsorgane mit äußerst schweren CC, Alter > 9 Jahre;15;13,3333;7,622;1;0,0667;3;0,20
E75C;Andere Krankheiten der Atmungsorgane ohne äußerst schwere CC oder Beschwerden und Symptome der Atmung mit komplexer Diagnose;271;5,214;3,7405;55;0,203;12;0,0443
E76A;Tuberkulose, mehr als 14 Belegungstage;7;31,4286;12,0673;0;0,00;0;0,00
E76B;Tuberkulose bis 14 Belegungstage mit äußerst schweren oder schweren CC;3;3,6667;3,7859;2;0,6667;0;0,00
E76C;Tuberkulose bis 14 Belegungstage ohne äußerst schwere oder schwere CC oder Pneumothorax;55;4,8364;3,9476;13;0,2364;1;0,0182
E77A;Infektionen und Entzündungen der Atmungsorgane mit bestimmter Diagnose oder äußerst schweren CC, mit intensivmedizinischer Komplexbehandlung im Kindesalter > 196 Aufwandspunkte;0;0,00;NULL;0;0,00;0;0,00
E77B;Infektionen und Entzündungen der Atmungsorgane mit bestimmter Diagnose oder äußerst schweren CC, mit komplizierender Konstellation oder hochkomplexer Diagnose oder komplexer Diagnose bei Z.n. Organtransplantation;0;0,00;NULL;0;0,00;0;0,00
E77C;Infektionen und Entzündungen der Atmungsorgane mit bestimmter Diagnose oder äußerst schweren CC, ohne komplizierende Konstellation, ohne hochkomplexe Diagnose, ohne komplexe Diagnose bei Z.n. Organtransplantation, mit äußerst schweren CC;10;14,70;6,929;0;0,00;0;0,00
E77D;Infektionen und Entzündungen der Atmungsorgane mit bestimmter Diagnose oder äußerst schweren CC, mit Komplexbehandlung bei multiresistenten Erregern oder angeborenem Fehlbildungssyndrom;7;13,00;3,9581;0;0,00;0;0,00
E77E;Infektionen und Entzündungen der Atmungsorgane mit bestimmter Diagnose oder äußerst schweren CC, mit sehr komplexer Diagnose mit äußerst schweren oder schweren CC;8;14,00;8,3495;1;0,125;1;0,125
E77F;Infektionen und Entzündungen der Atmungsorgane mit bestimmter Diagnose oder äußerst schweren CC;241;11,3154;6,6477;13;0,0539;18;0,0747
E77G;Infektionen und Entzündungen der Atmungsorgane ohne komplexe Diagnose, ohne äußerst schwere CC, bei Para- / Tetraplegie oder mit Komplexbehandlung bei multiresistenten Erregern;17;12,6471;9,9871;0;0,00;2;0,1176
E77H;Infektionen und Entzündungen der Atmungsorgane ohne komplexe Diagnose, ohne äußerst schwere CC, Alter < 1 Jahr, außer bei Para- / Tetraplegie, ohne Komplexbehandlung bei multiresistenten Erregern;59;6,4576;2,4936;0;0,00;3;0,0508
E77I;Infektionen und Entzündungen der Atmungsorgane ohne komplexe Diagnose, ohne äußerst schwere CC, Alter > 0 Jahre, außer bei Para- / Tetraplegie, ohne Komplexbehandlung bei multiresistenten Erregern;1623;7,7757;4,5637;114;0,0702;64;0,0394
E78Z;Kontrolle oder Optimierung einer bestehenden häuslichen Beatmung, bis 2 Belegungstage;77;1,3247;0,4713;52;0,6753;0;0,00
F01A;Implantation Kardioverter / Defibrillator (AICD), Drei-Kammer-Stimulation, mit zusätzlichem Herz- oder Gefäßeingriff oder Implantation eines myokardmodulierenden Systems;5;4,40;1,5166;1;0,20;0;0,00
F01B;Implantation Kardioverter / Defibrillator (AICD), Zwei-Kammer-Stimulation oder Defibrillator mit subkutaner Elektrode, mit zusätzlichem Herz- oder Gefäßeingriff;2;9,50;2,1213;0;0,00;0;0,00
F01C;Implantation Kardioverter / Defibrillator (AICD), Drei-Kammer-Stimulation, ohne zusätzlichen Herz- oder Gefäßeingriff;190;4,3053;4,1977;29;0,1526;3;0,0158
F01D;Implantation Kardioverter / Defibrillator (AICD), Ein-Kammer-Stimulation, mit zusätzlichem Herz- oder Gefäßeingriff;7;11,2857;9,6214;2;0,2857;0;0,00
F01E;Implantation Kardioverter / Defibrillator (AICD), Ein-Kammer-Stimulation oder Defibrillator mit subkutaner Elektrode, ohne zusätzlichen Herz- oder Gefäßeingriff, mit äußerst schweren CC;14;11,2143;8,2199;2;0,1429;1;0,0714
F01F;Implantation Kardioverter / Defibrillator (AICD), Zwei-Kammer-Stimulation oder Defibrillator mit subkutaner Elektrode, ohne zusätzlichen Herz- oder Gefäßeingriff;48;5,6458;4,7378;0;0,00;2;0,0417
F01G;Implantation Kardioverter / Defibrillator (AICD), Ein-Kammer-Stimulation, ohne zusätzlichen Herz- oder Gefäßeingriff, ohne äußerst schwere CC;109;2,9725;2,2421;19;0,1743;2;0,0183
F02A;Aggregatwechsel eines Kardioverters / Defibrillators (AICD), Zwei- oder Drei-Kammer-Stimulation;98;2,3673;1,9016;32;0,3265;2;0,0204
F02B;Aggregatwechsel eines Kardioverters / Defibrillators (AICD), Ein-Kammer-Stimulation;38;2,1579;1,4617;13;0,3421;0;0,00
F03A;Herzklappeneingriff mit Herz-Lungen-Maschine mit komplizierender Konstellation oder pulmonale Endarteriektomie;0;0,00;NULL;0;0,00;0;0,00
F03B;Herzklappeneingriff mit Herz-Lungen-Maschine, ohne komplizierende Konstellation, mit Dreifacheingriff oder Alter < 1 Jahr oder Eingriff in tiefer Hypothermie;0;0,00;NULL;0;0,00;0;0,00
F03C;Herzklappeneingriff mit Herz-Lungen-Maschine, ohne komplizierende Konstellation, Alter > 0 Jahre, ohne Eingriff in tiefer Hypothermie, mit Zweifacheingriff oder bei angeborenem Herzfehler, mit komplexem Eingriff;0;0,00;NULL;0;0,00;0;0,00
F03D;Herzklappeneingriff mit Herz-Lungen-Maschine, ohne kompliz. Konst., Alter > 0 Jahre, ohne Eingr. in tiefer Hypothermie, mit Zweifacheingr. oder kompl. Eingr. oder bei Endokarditis oder bei angeborenem Herzfehler, Alter < 16 Jahre;0;0,00;NULL;0;0,00;0;0,00
F03E;Herzklappeneingriff mit Herz-Lungen-Maschine, ohne kompliz. Konstellation, ohne Eingriff in tiefer Hypothermie, Alter > 15 Jahre, mit Zweifacheingr. oder kompl. Eingriff oder bei Endokarditis oder bei angeborenem Herzfehler;0;0,00;NULL;0;0,00;0;0,00
F03F;Herzklappeneingriff mit Herz-Lungen-Maschine, ohne komplizierende Konstellation, ohne Eingriff in tiefer Hypothermie, ohne Dreifach- / Zweifacheingriff, außer bei angeborenem Herzfehler, ohne komplexen Eingriff, außer bei Endokarditis, Alter > 15 J.;0;0,00;NULL;0;0,00;0;0,00
F05Z;Koronare Bypass-Operation mit invasiver kardiologischer Diagnostik oder intraoperativer Ablation, mit komplizierender Konstellation oder Karotiseingriff oder bestimmte Eingriffe mit Herz-Lungen-Maschine in tiefer Hypothermie;0;0,00;NULL;0;0,00;0;0,00
F06A;Koronare Bypass-Operation mit mehrzeitigen komplexen OR-Prozeduren, mit komplizierender Konstellation oder Karotiseingriff;0;0,00;NULL;0;0,00;0;0,00
F06B;Koronare Bypass-Operation mit mehrzeitigen komplexen OR-Prozeduren, ohne komplizierende Konstellation, ohne Karotiseingriff;0;0,00;NULL;0;0,00;0;0,00
F06C;Koronare Bypass-Operation ohne mehrzeitige komplexe OR-Prozeduren, mit komplizierender Konstellation oder Karotiseingriff oder bei Infarkt oder mit Reoperation oder mit invasiver kardiologischer Diagnostik, mit intraoperativer Ablation;0;0,00;NULL;0;0,00;0;0,00
F06D;Koronare Bypass-Operation ohne mehrzeitige komplexe OR-Prozeduren, ohne komplizierende Konstellation, ohne Karotiseingriff, mit invasiver kardiologischer Diagnostik, bei Infarkt oder mit Reoperation, ohne intraoperative Ablation;0;0,00;NULL;0;0,00;0;0,00
F06E;Koronare Bypass-Operation ohne mehrzeitige komplexe OR-Prozeduren, ohne komplizierende Konstellation, ohne Karotiseingriff, mit invasiver kardiologischer Diagnostik oder mit intraoperativer Ablation, außer bei Infarkt, ohne Reoperation;0;0,00;NULL;0;0,00;0;0,00
F06F;Koronare Bypass-Operation ohne mehrzeitige komplexe OR-Prozeduren, ohne komplizierende Konstellation, ohne Karotiseingriff, ohne invasive kardiologische Diagnostik, ohne intraoperative Ablation;0;0,00;NULL;0;0,00;0;0,00
F07A;Andere Eingriffe mit Herz-Lungen-Maschine, Alter < 1 Jahr oder mit komplizierender Konstellation oder komplexer Operation;0;0,00;NULL;0;0,00;0;0,00
F07B;Andere Eingriffe mit Herz-Lungen-Maschine, Alter > 0 Jahre, ohne komplizierende Konstellation, ohne komplexe Operation;0;0,00;NULL;0;0,00;0;0,00
F08A;Rekonstruktive Gefäßeingriffe ohne Herz-Lungen-Maschine, mit komplizierender Konstellation oder thorakoabdominalem Aneurysma oder komplexem Aorteneingriff;2;86,00;72,1249;0;0,00;1;0,50
F08B;Rekonstruktive Gefäßeingriffe ohne Herz-Lungen-Maschine, ohne komplizierende Konstellation, ohne thorakoabdominales Aneurysma, ohne komplexen Aorteneingriff, mit komplexem Eingriff, mit Mehretagen- oder Aorteneingriff oder Reoperation, mit äuß. schw. CC;48;23,9167;15,4807;3;0,0625;7;0,1458
F08C;Rekonstruktive Gefäßeingriffe ohne Herz-Lungen-Maschine, ohne kompliz. Konstell., ohne thorakoabd. Aneurysma, ohne kompl. Aorteneingr., mit kompl. Eingr., ohne Mehretagen- oder Aorteneingr., ohne Reoperation, mit äuß. schw. CC od. mit best. Aorteneingr.;12;31,0833;30,8529;0;0,00;5;0,4167
F08D;Rekonstruktive Gefäßeingriffe ohne Herz-Lungen-Maschine, ohne kompliz. Konstell., ohne thorakoabd. Aneurysma, ohne kompl. Aorteneingr., mit kompl. Eingr., mit Mehretagen- oder Aorteneingr. oder Reoperation, ohne äuß. schw. CC, ohne best. Aorteneingr.;162;12,5864;6,085;1;0,0062;9;0,0556
F08E;Rekonstruktive Gefäßeingriffe ohne Herz-Lungen-Maschine, ohne kompliz. Konstell., ohne thorakoabd. Aneurysma, ohne kompl. Aorteneingr., mit kompl. Eingr., ohne Mehretagen- oder Aorteneingr., ohne Reoperation, ohne äuß. schw. CC, ohne best. Aorteneingr.;238;11,2311;4,948;1;0,0042;14;0,0588
F08F;Rekonstruktive Gefäßeingriffe ohne Herz-Lungen-Maschine, ohne komplizierende Konstellation, ohne thorakoabdominales Aneurysma, ohne komplexen Aorteneingriff, ohne komplexen Eingriff, ohne bestimmten Aorteneingriff;104;8,9904;4,7347;4;0,0385;3;0,0288
F09A;Andere kardiothorakale Eingriffe ohne Herz-Lungen-Maschine, mit komplizierender Konstellation oder Alter < 16 Jahre;0;0,00;NULL;0;0,00;0;0,00
F09B;Andere kardiothorakale Eingriffe ohne Herz-Lungen-Maschine, ohne komplizierende Konstellation, Alter > 15 Jahre, mit äußerst schweren CC;4;8,75;2,8723;0;0,00;0;0,00
F09C;Andere kardiothorakale Eingriffe ohne Herz-Lungen-Maschine, ohne komplizierende Konstellation, Alter > 15 Jahre, ohne äußerst schwere CC;6;6,6667;5,8878;1;0,1667;1;0,1667
F12A;Implantation eines Herzschrittmachers, Drei-Kammersystem mit äußerst schweren CC oder mit ablativen Maßnahmen oder PTCA;3;9,3333;5,5076;1;0,3333;0;0,00
F12B;Implantation eines Herzschrittmachers, Drei-Kammersystem ohne äuß. schw. CC, oh. ablative Maßnahme, oh. PTCA oder Implantation eines Herzschrittmachers, Zwei-Kammersystem, oh. kompl. Eingriff, Alter > 15 J., m. Sondenentfernung m. Excimer-Laser;16;3,25;2,7928;2;0,125;0;0,00
F12C;Implantation eines Herzschrittmachers, Zwei-Kammersystem, Alter < 16 Jahre;0;0,00;NULL;0;0,00;0;0,00
F12D;Implantation eines Herzschrittmachers, Zwei-Kammersystem, Alter > 15 Jahre, mit komplexem Eingriff;18;7,8333;4,5147;1;0,0556;1;0,0556
F12E;Implantation eines Herzschrittmachers, Zwei-Kammersystem, ohne kompl. Eingr., Alter > 15 Jahre, ohne Sondenentfernung mit Excimer-Laser, mit äußerst schweren CC oder isolierter offen chirurgischer Sondenimplantation;26;10,6538;7,515;3;0,1154;1;0,0385
F12F;Implantation eines Herzschrittmachers, Ein-Kammersystem, mit invasiver kardiologischer Diagnostik bei bestimmten Eingriffen oder Alter < 16 Jahre;37;6,8378;6,2783;5;0,1351;1;0,027
F12G;Implantation eines Herzschrittmachers, Zwei-Kammersystem, ohne komplexen Eingriff, Alter > 15 Jahre, ohne Sondenentfernung mit Excimer-Laser, ohne äußerst schwere CC oder isolierte offen chirurgische Sondenimplantation;665;3,8842;2,7979;75;0,1128;12;0,018
F12H;Implantation eines Herzschrittmachers, Ein-Kammersystem, ohne invasive kardiologische Diagnostik bei bestimmten Eingriffen, Alter > 15 Jahre, mit Implantation eines Ereignisrekorders;91;2,2967;2,116;41;0,4505;0;0,00
F12I;Implantation eines Herzschrittmachers, Ein-Kammersystem, ohne invasive kardiologische Diagnostik bei bestimmten Eingriffen, Alter > 15 Jahre, ohne Implantation eines Ereignisrekorders;151;4,1921;3,7089;70;0,4636;1;0,0066
F13A;Amputation bei Kreislauferkrankungen an oberer Extremität und Zehen mit äußerst schweren CC und mehrzeitigen Revisions- oder Rekonstruktionseingriffen;45;32,7556;16,2748;0;0,00;6;0,1333
F13B;Amputation bei Kreislauferkrankungen an oberer Extremität und Zehen mit äußerst schweren CC, ohne mehrzeitige Revisions- oder Rekonstruktionseingriffe;4;11,75;5,7373;1;0,25;0;0,00
F13C;Amputation bei Kreislauferkrankungen an oberer Extremität und Zehen ohne äußerst schwere CC;61;9,623;9,0391;17;0,2787;4;0,0656
F14A;Komplexe oder mehrfache Gefäßeingriffe außer große rekonstruktive Eingriffe mit komplizierender Konstellation oder Revision oder komplizierender Diagnose oder Alter < 3 Jahre oder bestimmte beidseitige Gefäßeingriffe, mit äußerst schweren CC;45;17,0889;16,1045;3;0,0667;2;0,0444
F14B;Komplexe oder mehrfache Gefäßeingriffe außer große rekonstruktive Eingriffe mit komplizierender Konstellation oder Revision oder komplizierender Diagnose oder Alter < 3 Jahre oder bestimmte beidseitige Gefäßeingriffe, ohne äußerst schwere CC;126;9,5635;6,8241;25;0,1984;8;0,0635
F15Z;Perkutane Koronarangioplastie m. komplizierender Konstellation od. m. komplexer Diagn. u. hochkompl. Intervention od. m. perkut. Angioplastie, Alt. < 16 J. od. inv. kardiolog. Diagnostik, mehr als 2 Beleg.tage, m. kompliz. Konstellation od. Endokarditis;10;13,70;10,0006;3;0,30;0;0,00
F17A;Wechsel eines Herzschrittmachers, Mehrkammersystem oder Alter < 16 Jahre;167;2,3054;2,1162;63;0,3772;5;0,0299
F17B;Wechsel eines Herzschrittmachers, Einkammersystem, Alter > 15 Jahre;72;2,5139;2,3794;25;0,3472;2;0,0278
F18A;Revision eines Herzschrittmachers oder Kardioverters / Defibrillators (AICD) ohne Aggregatwechsel, Alter < 16 Jahre oder mit äußerst schweren CC oder mit Sondenentfernung mit Excimer-Laser, mit komplexem Eingriff;4;8,50;5,2599;1;0,25;0;0,00
F18B;Revision eines Herzschrittmachers oder Kardioverters / Defibrillators (AICD) ohne Aggregatwechsel, Alter < 16 Jahre oder mit äußerst schweren CC oder mit Sondenentfernung mit Excimer-Laser, ohne komplexen Eingriff;3;9,6667;7,5719;1;0,3333;0;0,00
F18C;Revision eines Herzschrittmachers oder Kardioverters / Defibrillators (AICD) ohne Aggregatwechsel, Alter > 15 Jahre, ohne äußerst schwere CC, ohne Sondenentfernung mit Excimer-Laser, mit komplexem Eingriff;48;3,0833;2,3953;11;0,2292;2;0,0417
F18D;Revision eines Herzschrittmachers oder Kardioverters / Defibrillators (AICD) ohne Aggregatwechsel, Alter > 15 Jahre, ohne äußerst schwere CC, ohne Sondenentfernung mit Excimer-Laser, ohne komplexen Eingriff;76;2,5263;2,7103;27;0,3553;1;0,0132
F19A;Andere perkutan-transluminale Intervention an Herz, Aorta und Lungengefäßen mit äußerst schweren CC;2;15,50;7,7782;0;0,00;0;0,00
F19B;Andere perkutan-transluminale Intervention an Herz, Aorta und Lungengefäßen oder Radiofrequenzablation über A. renalis, ohne äußerst schwere CC bei anderen perkutan-transluminalen Interventionen an Herz, Aorta und Lungengefäßen, Alter < 16 Jahre;0;0,00;NULL;0;0,00;0;0,00
F19C;Andere perkutan-transluminale Intervention an Herz, Aorta und Lungengefäßen, ohne äußerst schwere CC, Alter > 15 Jahre;47;3,6596;2,7997;8;0,1702;0;0,00
F19D;Radiofrequenzablation über A. renalis, Alter > 15 Jahre;17;2,2353;0,8314;2;0,1176;0;0,00
F20Z;Beidseitige Unterbindung und Stripping von Venen mit bestimmter Diagnose oder äußerst schweren oder schweren CC;7;9,2857;13,0858;2;0,2857;1;0,1429
F21A;Andere OR-Prozeduren bei Kreislauferkrankungen, mit hochkomplexem Eingriff;133;23,1504;18,7008;20;0,1504;22;0,1654
F21B;Andere OR-Prozeduren bei Kreislauferkrankungen, ohne hochkomplexen Eingriff, mit komplexem Eingriff;13;15,0769;21,8459;4;0,3077;2;0,1538
F21C;Andere OR-Prozeduren bei Kreislauferkrankungen, ohne hochkomplexen Eingriff, ohne komplexen Eingriff;151;13,9272;10,2242;27;0,1788;11;0,0728
F24A;Perkutane Koronarangioplastie mit komplexer Diagnose und hochkomplexer Intervention oder mit perkutaner Angioplastie, Alter > 15 Jahre, mit äußerst schweren CC;18;10,2778;4,9918;1;0,0556;0;0,00
F24B;Perkutane Koronarangioplastie mit komplexer Diagnose und hochkomplexer Intervention oder mit perkutaner Angioplastie, Alter > 15 Jahre, ohne äußerst schwere CC;252;5,2381;4,5225;12;0,0476;8;0,0317
F27A;Verschiedene Eingriffe bei Diabetes mellitus mit Komplikationen, mit Gefäßeingriff;11;36,00;25,2784;0;0,00;4;0,3636
F27B;Verschiedene Eingriffe bei Diabetes mellitus mit Komplikationen, ohne Gefäßeingriff, mit äußerst schweren CC oder komplexer Arthrodese des Fußes;58;18,8966;11,9878;3;0,0517;6;0,1034
F27C;Verschiedene Eingriffe bei Diabetes mellitus mit Komplikationen, ohne Gefäßeingriff, ohne äußerst schwere CC, ohne komplexe Arthrodese des Fußes;244;12,1107;10,1394;36;0,1475;16;0,0656
F28A;Amputation mit zusätzlichem Gefäßeingriff oder mit Hauttransplantation, mit äußerst schweren oder schweren CC;30;42,7333;21,6189;0;0,00;12;0,40
F28B;Amputation bei Kreislauferkrankungen außer an oberer Extremität und Zehen, ohne Gefäßeingriff, ohne Hauttransplantation, mit äußerst schweren oder schweren CC;53;20,7736;14,4922;7;0,1321;8;0,1509
F28C;Amputation bei Kreislauferkrankungen außer an oberer Extremität und Zehen, ohne Gefäßeingriff, ohne äußerst schwere oder schwere CC;35;14,40;7,9157;3;0,0857;1;0,0286
F29Z;Frührehabilitation bei Krankheiten und Störungen des Kreislaufsystems, mit bestimmter OR-Prozedur, außer kardiothorakale Eingriffe;0;0,00;NULL;0;0,00;0;0,00
F30Z;Operation bei komplexem angeborenen Herzfehler oder Hybridchirurgie bei Kindern;0;0,00;NULL;0;0,00;0;0,00
F36A;Intensivmedizinische Komplexbehandlung bei Krankheiten und Störungen des Kreislaufsystems > 1176 / 1104 Aufwandspunkte mit bestimmter OR-Prozedur oder > 588 / 552 Aufwandspunkte mit endovaskulärer Implantation von Stent-Prothesen an der Aorta;0;0,00;NULL;0;0,00;0;0,00
